item_id,item_name,item_description,item_category,label,confidence_score,reasoning
126637296,Cheese Pav Bhaji,Traditional Indian street food with cheese and vegetable curry.,Chatpati Chaat,vegetarian,1,"All ingredients mentioned in the item 'Cheese Pav Bhaji' are vegetarian, including cheese, a dairy product which is acceptable as a part of a lacto-vegetarian diet, and vegetable curry, made from plant-based products."
728985340,Dal Kachori,2 pieces,Chatpati Chaat,vegetarian,0.9,"Based on the item name, it is evident that the main ingredients for dal kachori are lentils and flour, both of which are plant-based and fit the definition of vegan. However, due to the lack of detailed information in the item description, I cannot be 100% sure of the other ingredients used, hence the confidence score is 0.9."
706761225,Wada Pav,,Chatpati Chaat,vegetarian,0.8,"Despite the lack of an item description, Wada Pav is a well-known Indian street food primarily made of gram flour and potato which are vegan ingredients. The bread (pav) could contain dairy products in some cases, hence the slight uncertainty."
126637299,Khada Pav Bhaji,,Chatpati Chaat,vegetarian,0.8,"Pav Bhaji is a traditional Indian dish which typically contains dairy products like butter. Hence, it is vegetarian but not vegan. The confidence score is not 1 because the item_description is null and so we are inferring based on general knowledge of what 'Khada Pav Bhaji' is."
126637680,Peach Iced Tea,"Quench your thirst with our Peach Iced Tea, a refreshing and fruity blend of premium tea leaves and juicy peaches, perfect for sipping any time of the day.",Cold Beverages,vegetarian,1,"Based on the item description, it appears the Peach Iced Tea is composed of tea leaves and peaches only, which are plant-based. Therefore, it is classified as vegan."
126637671,Large Mineral Water,Stay hydrated and refreshed with our mineral water.,Cold Beverages,vegetarian,1,"This item solely contains water, which is plant-based and accepted in both vegan and vegetarian diets. Given that no animal products are present, it is classified as vegan."
126637297,Paneer Pav Bhaji,,Chatpati Chaat,vegetarian,0.9,"While the item description doesn't provide a lot of detail, Paneer (cottage cheese) is a key ingredient in 'Paneer Pav Bhaji', which categorises this item as Vegetarian under the lacto-vegetarian category. The confidence score isn't a full 1 because the item description is missing, leading to potentially unidentified ingredients."
791961021,Dal Palak Khichdi,,Rice And Pulao,vegetarian,0.7,"Dal Palak Khichdi is typically a vegan dish. However, since there's no item description to confirm the absence of ghee (clarified butter), the confidence score is not full."
126637609,Jeera Rice,Rice tossed in cumin.,Rice And Pulao,vegetarian,1,The dish is made up of rice and cumin which are completely plant-based and doesn't involve any animal products or by-products.
126637335,Bhalla Papdi Chaat,,Chatpati Chaat,vegetarian,0.7,"Bhalla Papdi Chaat is a traditional Indian dish and is usually made with bhalla (a type of lentil dumpling), papdi (deep fried dough wafers), chickpeas, yogurt, and variety of chutneys like tamarind and coriander. These ingredients are typically vegetarian. However, as the item description is missing, we cannot say with 100% certainty, hence the confidence score is only 70%."
126637608,Curd Rice,"Southern rice cooked in yogurt, tossed in cumin and curry leaves.",Rice And Pulao,vegetarian,1,"The item ingredients derived from the description include rice, yogurt, cumin, and curry leaves. None of these are meat or fish products, but yogurt is a dairy product, which is not allowed in the vegan diet. Therefore, this item is classified as 'vegetarian'. The classification confidence score is high as the description clearly indicates the ingredients used without any ambiguity."
126637612,Dal Khichdi,Served with papad and pickles.,Rice And Pulao,vegetarian,0.9,"Typically, Dal Khichdi is made with rice, pulses, and a variety of vegetables. No dairy products or animal-derived ingredients are mentioned in the item description or item category. However, confidence score is not at maximum because there might be use of ghee, which is a dairy product, in some recipes."
126637601,Paneer Tikka Biryani,"Signature plate of basmati rice, charcoal grilled cottage cheese cubes cooked with spices, sauce served with pickles and raita.",Rice And Pulao,vegetarian,1,"The ingredient list includes paneer (cottage cheese) which is a dairy product while the rest of the ingredients like rice, spices, sauce, pickles and raita are also suitable for vegetarians. There is no indication of any meat, poultry, fish or any animal-derived ingredient other than dairy, thus, it is categorized as 'vegetarian'."
126637602,Vegetable Hyderabadi Biryani,Served with pickles and raita.,Rice And Pulao,vegetarian,0.95,"Hyderabadi Biryani usually doesn't contain any meat in its vegetable variant; raita contains dairy, that makes it not suitable for vegans but okay for vegetarians. Confidence is slightly reduced as the exact ingredients aren't listed in the item description."
126637605,Kaju Peas Pulao,,Rice And Pulao,vegetarian,0.7,"From the item name 'Kaju Peas Pulao', we can infer it has rice, kaju (cashews), and peas. Given that it falls into the 'Rice And Pulao' category, we can presume that it doesn't contain any meat, fish or dairy products. However, sometimes pulao recipes can include ghee (clarified butter), which is not vegan. As the item description is not provided, this impacts on the confidence score and thus it is not 1."
126637630,Fried Papad,Crispy and thin Indian lentil crackers often served as a snack or appetizer.,Salad And Raita,vegetarian,1,"Fried Papad is made from lentils, which is a plant-based ingredient, making it suitable for a vegan diet"
126637627,Masala Papad,"Papad topped with tangy onion mix, tomato, coriander, green chili, lemon juice and chaat masala.",Salad And Raita,vegetarian,1,All ingredients are plant-based
126637625,Mix Raita,,Salad And Raita,vegetarian,0.7,"Raita is a traditional Indian dish that is primarily made with yogurt, which is a dairy product. It usually also includes various vegetables. However, as there is no detailed description given for this particular item and Raita recipes can vary, the classification is not 100% certain."
126637622,Boondi Raita,Flavored with pounder cumin and fresh coriander.,Salad And Raita,vegetarian,0.95,"Boondi Raita is a traditional Indian dish, generally composed of Boondi (small fried balls made of chickpea flour), combined with Yogurt, Cumin, and Fresh Coriander. Given the ingredients list, it aligns with a lacto-vegetarian diet as it contains dairy product (Yogurt) but no meat, poultry, fish, or shellfish."
126637626,Green Salad,"Fresh vegetable of carrot, tomato, onion and salad leaves.",Salad And Raita,vegetarian,1,"The item is classified as vegan because all identified ingredients (carrot, tomato, onion, and salad leaves) are plant-based. Since no animal or animal-derived product is mentioned, it fits the vegan categorization. The confidence score is 1, denoting high confidence, because the description provided clear information about the ingredients."
126637624,Pineapple Raita,Flavored with pounder cumin and fresh coriander.,Salad And Raita,vegetarian,0.9,"Raita is typically made with yogurt which is a dairy product, hence it is vegetarian. However, the item description does not explicitly mention yogurt, so the classification is slightly less confident."
126637621,Aloo Chana Chat,,Salad And Raita,vegetarian,0.7,"Given the item name, we can deduce that the main ingredients are 'Aloo' (Potatoes) and 'Chana' (Chickpeas). Without any specific item description, we assume that no other non-vegan or vegetarian ingredients are used. However, my confidence score isn't at the maximum because some places may add yogurt or tamarind chutney which may contain non-vegan ingredients."
126637368,Cheese Tomato Sandwich,Cheese and tomato spiced with black pepper.,Bombay Sandwiches,vegetarian,1,"The item contains cheese, which is a dairy product and is acceptable in a vegetarian diet. However, dairy is not permitted in a vegan diet. Hence, the item cannot be classified as vegan. There are no meat, poultry, fish, or shellfish ingredients, so the item is not non-vegetarian."
126637371,Extra Grill,,Bombay Sandwiches,non-vegetarian,0.5,"Due to lack of information in the item_description, the item has been tagged as non-vegetarian by default. With more detailed information about the ingredients, a more accurate classification could be made. The confidence score is thus set at 0.5 indicating medium confidence."
126637365,Vegetable Sandwich,"Potato, tomato and cucumber. Seasoned with pepper, salt and butter in toast bread.",Bombay Sandwiches,vegetarian,0.9,"Based on the ingredients listed, the sandwich contains butter which is a dairy product and permissible in a vegetarian diet but not in a vegan diet. However, there is no mention of any form of meat, poultry, fish, or shellfish, so my confidence level is quite high."
126637699,Mango Kulfi,Homemade from indian ice cream garnished with vermicelli and nuts.,Kulfi And Falooda,vegetarian,0.95,"As Mango Kulfi is an Indian ice cream product, commonly it is made out of milk, mango, and sugar with garnishing of vermicelli and nuts. Therefore, dairy products make it vegetarian, but not vegan."
126637701,Malai Kulfi,Homemade from indian ice cream garnished with vermicelli and nuts.,Kulfi And Falooda,vegetarian,0.95,"This specific type of Indian ice cream, or 'kulfi', usually contains dairy in the form of cream ('malai'). It does not mention of any meat, poultry, fish, shellfish or non-vegetarian food items in its description, nor any animal-derived ingredients, excluding it from the vegan category."
126637695,Royal Falooda,Homemade from indian ice cream garnished with vermicelli and nuts.,Kulfi And Falooda,vegetarian,0.9,"Royal Falooda is typically a vegetarian dish made up of Indian ice cream, vermicelli, and nuts. Since Indian ice cream usually contains milk, it cannot be classified as vegan. There is a slight uncertainty as individual recipes may contain non-vegetarian gelatin, hence the confidence score is not a full 1."
126679263,Dry Pheni 1 Piece,,Seasonal Delicacies,vegetarian,0.5,"Pheni is generally a vegetarian dish made of wheat and sugar, but without the specific ingredient list, confidence is moderate."
126679230,Boondi Modak,1 kg.,Seasonal Delicacies,vegetarian,0.6,"Given the item name and category, it can often be presumed that Boondi Modaks, a popular Indian sweet, are vegetarian as they mostly consist of chickpea flour, sugar syrup, and ghee. However, the exact ingredients are not provided and we cannot confirm if they have used ghee (clarified butter) or a vegan substitute. Hence, the confidence level is moderate."
126637362,Grilled Club Sandwich,"Capsicum, onion, tomato, potato, cheese and mumbai chutney. Signature plate.",Bombay Sandwiches,vegetarian,0.95,"The ingredients listed for the Grilled Club Sandwich includes Capsicum, onion, tomato, potato, cheese, and mumbai chutney, which are all vegetarian-friendly. Cheese is a dairy product, which is allowed in a vegetarian diet, but not in a vegan diet. Hence the classification is Vegetarian. The confidence score is high but not 1, because the item description didn't explicitly mention that it doesn't contain any hidden non-vegetarian ingredients like rennet in cheese, which is used in many restaurant."
126679214,Anjeer Modak,1 kg.,Seasonal Delicacies,vegetarian,0.7,"This is a type of Indian sweet that's typically made with anjeer (figs) and sugar. It might contain some dairy products or honey, therefore it is classified as vegetarian. Reason for 70% confidence is there that the item description lacks detailed information about the ingredients used."
126679226,Mawa Modak,250g,Seasonal Delicacies,vegetarian,0.85,"Mawa Modak is a traditional Indian sweet made from Mawa (Milk Solids). There are no non-vegetarian ingredients used in the traditional recipe, but as milk solid is the main ingredient, it's not vegan."
126679222,Coconut Modak,500g,Seasonal Delicacies,vegetarian,0.9,"From item_name, it can be inferred that the primary ingredient is coconut. Modak typically also includes jaggery for sweetness, both of which are vegan. Lack of detailed item_description decreases our confidence slightly."
126679210,Badam Modak,500g,Seasonal Delicacies,vegetarian,0.7,"Though the specific ingredients are not mentioned, Badam Modak is a traditional Indian sweet made from almonds(badam), milk, and sugar. These ingredients are acceptable in a vegetarian diet. However, due to lack of detailed ingredients, the confidence score is not 1."
126679246,Til Mawa Ladoo,,Seasonal Delicacies,vegetarian,0.7,"Til Mawa Ladoo is a dessert made from til (sesame seeds) and mawa (condensed milk). It is likely vegetarian as it seems to lack any meat or animal-based products aside from the dairy, but as there is no item_description, confidence is not at the maximum level."
126679202,Chocolate Modak,1 kg.,Seasonal Delicacies,vegetarian,0.5,"Modak is traditionally a vegetarian dish. However, without specifics on the type of chocolate or co-ingredients in the description, it could potentially contain non-vegetarian elements such as certain types of gelatin. Thus, the classification is Vegetarian with a lower confidence score."
126679259,Malai Roll 1 Piece,,Seasonal Delicacies,vegetarian,0.6,"Malai is a dairy product, hence it is vegetarian. However, without more information on the item description or category, it's hard to provide a full list of ingredients or conclude it with a higher confidence score."
126679206,Kaju Pistachio Modak,,Seasonal Delicacies,vegetarian,0.7,"Based on the item's name, its main ingredients appear to be cashews and pistachios. However, as the item description is null and there is no explicit mention of the absence of other ingredients, I am classifying it as vegetarian with a confidence score of 0.7. It would be helpful if there was more description available."
135399774,Onion Tomato Uttapam,,Southern Delicacies,vegetarian,0.8,"Onion Tomato Uttapam is a South Indian dish usually made from rice and urad dal. It's garnished with onions and tomatoes. Although the description didn't provide specific ingredients, based on the knowledge about this dish, it's mostly vegetarian. The confidence is not at its highest because the item_description field is null which limits the amount of information"
126637247,Extra Dahi,225 Gram,Breakfast And Paratha,vegetarian,0.9,"From the name and description of the item, it can be inferred that the item contains 'Dahi' which is a dairy product. Hence, it is suitable for vegetarians. However, detailed ingredients are not mentioned in the description, which is why the confidence score is not 1."
1359772056,Mooli Paratha,"Raddish, wheat flour and spices.",Breakfast And Paratha,vegetarian,1,"The item only contains plant-based ingredients such as raddish, wheat flour, and spices and does not have any animal or animal-derived products."
556361130,Puri Chole,"2 Pieces large puri, chickpeas, potato curry, pickles and salad",Southern Delicacies,vegetarian,0.9,"Based on the details provided, the ingredients of 'Puri Chole' include puri, chickpeas, potato, curry, pickles, and salad. These are all plant-based, implying that the dish can be classified as 'vegan'. However, the confidence score is 0.9 instead of 1, as sometimes, puri can be fried in ghee, which is not vegan. Further clarification on this would enhance the confidence."
126637239,Koki Paratha,Served with yogurt and pickles.,Breakfast And Paratha,vegetarian,0.9,"Usually, Koki Paratha is made with wheat flour dough, which is vegetarian. Other ingredients mentioned in the item description are also vegetarian (yogurt and pickles). However, there is a small chance that non-vegetarian products might be used in the dough (like lard) which reduces the confidence score."
145981680,Idli Sambhar,,Southern Delicacies,vegetarian,0.7,"The ingredient list for the item contains only plant-based ingredients typically used in idli and sambhar. However, because the item description was null, and sometimes ghee (clarified butter), a non-vegan ingredient, may be used in sambhar, there is lowered confidence in the classification."
135397865,Rava Onion Masala Dosa,,Southern Delicacies,vegetarian,0.8,"Based on name 'Rava Onion Masala Dosa', it can be inferred that main ingredients are Rava (semolina), Onion and Potato. Those are all plant-based ingredients. However, since the description is not available to provide full ingredient list and as some masala varieties may contain ghee (clarified butter), classification confidence is slightly reduced."
135105094,Shrikhand Puri,"4 pieces small puri, 100 gm shrikhand",Breakfast And Paratha,vegetarian,0.8,"Shrikhand Puri is a traditional Indian dish that usually doesn't contain meat products. Puri is a type of bread and Shrikhand is a sweet dish made from strained yogurt. However, without the list of the actual ingredients, we cannot be 100% confident."
126637236,Aloo Paratha,Served with yogurt and pickles.,Breakfast And Paratha,vegetarian,0.95,"Based on the name and the description, Aloo Paratha is a vegetarian dish. It is traditionally made with potatoes (aloo) and wheat flour. The dish is served with yogurt and pickles as per the description. No ingredients derived from meat, poultry, fish, or shellfish are mentioned. However, because the product contains yogurt, which is a dairy product, it is not vegan."
126637238,Mix Paratha,Served with yogurt and pickles.,Breakfast And Paratha,vegetarian,0.9,"Based on the description, this item is served with yogurt which is a dairy product. While details of what 'mix' constitutes are not provided, a mix Paratha usually includes assorted vegetables. No meat components are mentioned. Therefore, it falls under the 'vegetarian' category."
126637242,Dal Pakwan,Served with yogurt and pickles.,Breakfast And Paratha,vegetarian,0.9,"Dal Pakwan is usually a vegetarian dish made with lentils and spices. It's served with yogurt and pickles which are also vegetarian but contains dairy, hence not vegan."
126637237,Onion Paratha,Served with yogurt and pickles.,Breakfast And Paratha,vegetarian,0.85,"Onion Paratha typically includes ingredients like onions, wheat, oil, and salt. It's served with yogurt which is a dairy product, hence it's not vegan. But as the description does not include any meat product or eggs, it can be classified as vegetarian."
740215355,V60,"Indulge in the exquisite flavors of our V60, a meticulously crafted pour-over coffee that offers a rich and aromatic experience with every sip.",Hot Drinks,vegetarian,1,"The item description does not mention any animal-based or derived products, implying that this is a plant-based product."
740215716,Cheese ZEROs,Freshly baked homemade dough stuffed with cheese and saute with cinnamon butter and served with chocolate and white sauces.,ZEROs,vegetarian,0.9,"This item contains cheese, a dairy product, which is allowed in a vegetarian diet but not in a vegan diet. There is no mention of any meat or fish, hence it's classified as vegetarian. The confidence score is 0.9 because the description did not clearly specify all the ingredients in the sauces, which might contain animal products."
1538007722,Original Croffle,"Light and flaky croissant dough waffled to golden perfection, creating a crispy exterior and a fluffy interior that's sure to satisfy your taste buds with every bite. 2 Pieces",Croffles,vegetarian,0.8,"Typically, a croffle is made from croissant dough which contains butter (an animal product), thus not classifying it as vegan. However, the description doesn't mention any other animal-derived ingredients which could classify it as non-vegetarian, like meat, poultry, fish, or shellfish. The confidence score is less than 1 since the full ingredients list isn't provided."
1566801171,Croffle Box,"Box of 8, mix & match your favorite croffles to create a perfect balance of flavors & textures.",Croffles,non-vegetarian,0.5,"Insufficient information in the item description to determine ingredients. Generally, 'Croffle' is a combination of Croissant and Waffle, which could have non-vegan ingredients like butter, milk, eggs. However, the description also suggests possible mix & match that might include meat or other non-vegetarian ingredients. Due to lack of specific information, the classification is non-vegetarian with a lower confidence score."
928383006,Mango Frozen ZEROs,Homemade mango ice cream coated with biscuit mixture topped with mango pieces and mango sauces to give the fresh cold feeling.,Frozen ZEROs,vegetarian,0.7,"The explicit ingredients listed in the description are all plant-based. However, the mention of ice cream usually involves dairy, a non-vegan ingredient. But since it wasn't explicitly stated that dairy was used in the 'ice cream', I have classified it as vegan but my confidence score is relatively lower due to this ambiguity."
1650722092,Nutella Croffle,"Light, flaky croissant waffled to golden perfection, creating a crispy crust filled with Nutella 2 pieces.",Croffles,non-vegetarian,0.9,"Despite its primary ingredients such as croissant and Nutella that are usually considered vegetarian, Nutella has been a subject of great contention within the vegan/vegetarian community due to the inclusion of whey powder which is an animal derivative and skim milk. Although no direct meat element, it contains animal products making it non-vegan. As for being non-vegetarian, I considered this since croissants can sometimes have lard or other animal fats in them, thus lowering my confidence level to 0.9."
1078124284,Cheese Croissant,Plain croissant filled with cheddar cheese,All Day Breakfast,vegetarian,1,"Both croissants and cheddar cheese are typically vegetarian. Cheese usually contains milk, which is vegetarian but not vegan, and croissants are made from dough that does not contain any animal-based ingredients aside from dairy (also not vegan). Therefore, this item is vegetarian."
135105092,Puri Chole,"2 Pieces of large puri, 200 gm of chickpeas, 200 gm of potato curry,  pickles and salad",Breakfast And Paratha,vegetarian,0.85,"The ingredients mentioned in the item description belong to plant sources and usually, Puri Chole doesn't contain any kind of animal product or derivatives. However, it's possible that ghee (clarified butter), which is a dairy product, might be used in preparation of Puri or curry which would make it vegetarian but not vegan. Since it's not mentioned in the description, I'm going with vegan, although I'm not entirely confident."
1821613595,Avo Labneh Toast,Our savory avocado toastie layered with delicious labneh for a delightful taste experience.,All Day Breakfast,vegetarian,1,"The item is marked as vegetarian because it only consists of plant-based ingredients and dairy product (labneh), typical for a vegetarian diet. The absence of any meat source contributes to a high confidence score."
1803418894,Lychee Zest Bottle,"1l of our lychee mojito, with a hint of zesty lime, and served with soda.",Gathering Bottles,vegetarian,1,"The item description mentions only plant-based ingredients: lychee, lime, and soda. Therefore, it's considered vegan."
740215384,Halloumi BAO,"Steamed japanese bao bun filled with grilled halloumi cheese, halloumi sauce, garnished with pomegranate arils and mint leaves.",All Day Breakfast,vegetarian,1,"The ingredients don't contain any meat, poultry, fish or shellfish, but it does have a dairy product which is halloumi cheese. Therefore, it is classified as vegetarian. Considering the description is quite precise, the confidence score is 1."
740215433,Truffle Egg Mushroom BAO,"Steamed japanese bao bun filled with scrambles parmesan cheese, seasoned egg and mushroom garnished with truffle oil.",All Day Breakfast,vegetarian,1,"The item contains scrambled parmesan cheese and seasoned egg which are derived from animals but do not involve killing the animal, thus it's vegetarian. Other ingredients like bao bun, mushroom, and truffle oil are all vegan-friendly."
740215482,Cold Brew Bottle,A bottle of cold brew coffee.,Gathering Bottles,vegetarian,1,Cold brew coffee is typically a vegan product as it's made by steeping coffee grounds in cold water for an extended period of time and doesn't involve any animal or animal-derived ingredients.
1808086851,Matcha Latte Bottle,"1l of ceremonial grade matcha, sweetened with our secret blend and your choice of milk absolutely pleasant and creamy for 6 to 7 people.",Gathering Bottles,vegetarian,0.9,"The item does not contain explicit non-vegetarian ingredients. The provided description implies the presence of milk (an animal derivative), it is therefore not vegan. However, without knowing the precise content of the 'secret blend', full certainty cannot be provided, hence the confidence score is 0.90 and not 1."
740215545,Iced Americano Bottle,1 L of Iced Americano,Gathering Bottles,vegetarian,1,"An iced Americano typically consists of brewed coffee, water, and ice, which are all plant-based ingredients, hence the item is classified as vegan."
1665221989,Green Tea,Tea based beverage that is made of made from Camellia sinensis leaves.,Tea,vegetarian,1,"Green tea is made only of plant-derived ingredients, specifically Camellia sinensis leaves, so it's classified as vegan."
1665221994,English Breakfast,"This classic morning feast includes a medley of eggs, sausages, baked beans, grilled tomatoes, and toast",Tea,non-vegetarian,1,"The item contains sausages, which are meat products, thus classifying it as non-vegetarian."
1240363841,The Maldives Frozen ZEROs Bowl,"Absolute zero favorite maldives frozen zeros with caramel twist coated with tea biscuits, topped with fresh raspberries. Serving 12 to 15 people.",Gathering Specials,vegetarian,0.75,"The item description states that it is made of zeros (a type of dessert), caramel, tea biscuits, and raspberries. These ingredients can fall under vegetarian but not vegan due to potential presence of animal-derived products in caramel and biscuits. Exact ingredient details for the elements like caramel and tea biscuits are not provided; hence slightly lower confidence."
1440461443,Frozen ZEROs Box,"Choose your own flavors The Maldives, Sunset, Marbella, Lotus, Cookies n Cream and Mango, 10 Pcs",Gathering Specials,non-vegetarian,0.5,"There's not enough information to confidently categorize the item. The item description listed are likely product names rather than ingredient names and they do not provide sufficient detail to determine if they are vegan, vegetarian, or non-vegetarian. Although the item category 'Gathering Specials' does not suggest anything specific."
1665221988,Black Tea,Classic hot tea with a robust and bold flavor.,Tea,vegetarian,1,"Black tea is derived from a plant, making it a purely plant-based product, therefore it's classified as vegan, and the confidence is high as the item description doesn't mention any animal product or by-product."
743455560,Frost Box,"Choose your own flavors (celsius, kelvin, rosabiscus, berry breeze, passion crush, cold brew, matcha latte and lychee zest) 10 pcs",Gathering Bottles,vegetarian,0.7,"Frost Box appears to be a selection of beverage flavors, none of which are explicitly mentioned as containing animal products. There's a possibility that some flavourings may contain animal-derived ingredients, but that information is not given in the description. Hence, based on provided information, the vegan tag is assigned, but the confidence level is not fully specified due to lack of detailed ingredient information."
740216193,Gathering Zeros,"Choose your own flavors kinder cheese and Nutella served with white, chocolate and Nutella sauce 12 pcs",Gathering Specials,vegetarian,0.95,"The item doesn't contain any meat, poultry, fish or shellfish, but contains Kinder cheese (dairy product) and Nutella (contains skimmed milk), which are allowed in a vegetarian diet. Hence, it's a vegetarian item. The score is high because all the mentioned ingredients are clearly non-vegan, but are vegetarian."
740215956,Bake Your Own Zeros,Get your own choice of ZEROs and bake them in your kitchen. 20 Pieces,Gathering Specials,vegetarian,0.5,"The description does not provide enough information about the ingredients, hence the classification is based on assumptions. The item is marked as vegan because it does not explicitly mention any animal-derived or based ingredient. But due to lack of informative details, confidence score is deduced as 0.5."
740215724,Kelvin Bottle,1L of Iced Caramel Latte Blend with the Signature Blend of Absolute Zero,Gathering Bottles,vegetarian,0.95,"The item is a type of beverage which includes coffee and caramel. These ingredients are commonly used in vegetarian diets, but not in vegan diets due to the potential production process that may include dairy. However, the description does not specify the inclusion of any meat, poultry, fish, or shellfish products, so we can safely say it's not a non-vegetarian item."
162896591,Cheese Crepe,"A thin pancake filled with melted cheese, providing a delicious combination of savory and indulgent flavors.",Crepe,vegetarian,1,"The cheese crepe is classified as vegetarian. The ingredients listed are pancake and melted cheese, both of which are allowed in a lacto-ovo vegetarian diet."
162896588,Honey Cheese Crepe,,Crepe,vegetarian,0.9,"Based on the name, the crepe likely contains honey, cheese and crepe batter. Honey and cheese are both vegetarian but not vegan. The confidence is slightly reduced due to lack of description providing full ingredient details."
162896567,Penne Pesto And Basil,Classic penne pasta and special creamy pesto dressing.,Pasta,vegetarian,0.7,"Pesto commonly contains cheese, which would categorize this pasta as vegetarian. It does not appear to contain meat or animal-based ingredients, based on item information available. The confidence score is not 1 because no specific ingredients were listed in the description and some Pesto sauces may not contain cheese."
162896583,Chocolate Cheese Crepe,,Crepe,vegetarian,0.8,"Based on the item name, main ingredients appear to be chocolate, cheese, and crepe. These typically don't contain meat, poultry, fish, or shellfish but do contain dairy, which is not vegan. The item description is null, and the category of the item is crepe, which is also typically vegetarian. So it's categorized as vegetarian. However, the confidence score is 0.8 due to the absence of the item description."
1665221971,Latte,Coffee-based beverage that is made by combining espresso with milk.,Coffee,vegetarian,1,Latte has milk which is a vegetarian but non-vegan ingredient.
1665221947,Double Espresso,A bold and double intense flavor of our freshly brewed espresso.,Coffee,vegetarian,1,"Espresso is simply made from coffee beans and water, which are entirely plant-based. So, it's classified as 'vegan'"
1615342870,Blueberry Slush,A frozen and fruity slush made with blueberries.,Slush,vegetarian,0.9,"The item description suggests it contains only blueberries, which is a vegan-friendly ingredient. However, as the description doesn't contain complete information about all possible ingredients or potential additives, the confidence is not full."
162896579,Chocolate Crepe,"Satisfy your sweet tooth with our decadent Chocolate Crepe, filled with rich melted chocolate and drizzled with more for a chocolate lover's paradise.",Crepe,vegetarian,0.9,"Given that crepes are typically made with flour, milk, and eggs (which makes them vegetarian, not vegan), and the description makes no mention of any non-vegetarian items or cooking methods, I classified this as a vegetarian item. However, as exact details about the ingredients and preparation method are not given, confidence is slightly less than full."
1665214115,Grapes Slush,,Slush,vegetarian,0.9,"Based on the item name, 'Grapes Slush' usually made from grapes, water and sugar, all of which are vegan ingredients, thus classifying this item as vegan. The confidence is not 1 due to absence of a detailed description or specific ingredient list for this slush."
1612580451,Arabiata Pasta,"classic Italian dish made with a spicy tomato sauce, garlic, red chili peppers, and olive oil.",Pasta,vegetarian,0.9,"The ingredients as mentioned in the description (spicy tomato sauce, garlic, red chili peppers, and olive oil) suggest this item to be vegan. I am somewhat confident about the classification due to the absence of any meat, dairy, or other animal-derived products in the item description. However, there's a 10% chance of any hidden non-vegan ingredients not mentioned in the description."
162896625,Strawberry Slush,A chilled and fruity beverage made by blending strawberries with ice and sweeteners.,Slush,vegetarian,0.9,"The item is categorized as a slush and its description reveals that it is made by blending strawberries with ice and sweeteners only. These are all plant-based ingredients which makes it vegan. However, the confidence score is not full because there might be hidden non-vegan sweeteners used in the production process."
1665221976,Spanish Latte,Shot of espresso that condensed hot milk adds a creamy sweetness to the coffee .,Coffee,vegetarian,0.9,"The Spanish Latte contains a espresso and milk, which are permissible in a vegetarian diet. However, it's not vegan, as it contains milk which is an animal-derived product."
1665221981,Hot Chocolate,Hot chocolate is a delicious and comforting drink made from cocoa powder and milk.,Coffee,vegetarian,1,"The item is hot chocolate, which generally is made with cocoa powder and milk. Both these ingredients are allowed in a vegetarian diet."
1665221949,Americano,Americano is a coffee drink made by diluting a shot of espresso with hot water.,Coffee,vegetarian,1,"The item contains only espresso and hot water which are plant-based, thus it is suitable for a vegan diet."
1665221968,Flat White,Made with a double shot of espresso and steamed milk,Coffee,vegetarian,1,"This item contains steamed milk, which is an animal-derived ingredient. However, it doesn't contain any meat, poultry, fish, or shellfish, so it is vegetarian."
1612663522,Cobb Salad,Cobb Salad,Salads,non-vegetarian,1,"Cobb Salad typically includes chicken and bacon, which make it non-vegetarian."
1644464473,Popcorn Lovers Combo,Regular popcorn with regular drink,Combos,vegetarian,0.7,"Traditionally, popcorn is cooked in oil and salted and a regular drink could be water or any vegan-approved beverage. However, there may be instances where the popcorn is buttered, which would make it a vegetarian item, hence the slightly lower confidence score."
1644541583,Poppin Nachos Combo,"Regular nachos, regular popcorn and regular drink",Combos,non-vegetarian,0.5,"The item contains regular nachos, regular popcorn, and a regular drink. Nachos usually contain cheese (vegetarian) and sometimes meat (non-vegetarian). However, since the item description doesn't specify, the tag is non-vegetarian with a low confidence score."
1644464472,Nachos Lovers Combo,Regular Nachos with Regular Drink,Combos,non-vegetarian,0.5,"The provided details about the item are ambiguous. Nachos and drinks can be of various types, either catering to vegan, vegetarian, or non-vegetarian. Therefore, due to lack of specific information about the ingredients, the item is classified as non-vegetarian with a low confidence score."
162896665,Regular Nachos,"Crunchy Tortilla Chips With Melted Cheddar, Salsa, And Pickled Jalapenos.",Nachos,vegetarian,0.95,"Looking at the ingredients, there are no meat or fish products. However, it contains 'Melted Cheddar' which is a dairy product. Therefore, this item is classified as vegetarian. The confidence score is high because Cheddar cheese is very clearly non-vegan but acceptable in a vegetarian diet."
162896666,Deluxe Nachos,"Crunchy tortilla chips with melted cheddar, salsa, and pickled jalapenos.",Nachos,vegetarian,0.9,"The ingredients listed: tortilla chips, cheddar, salsa, and pickled jalapenos, are typically vegetarian. However, without explicit confirmation that the cheddar doesn't contain rennet, which is animal-derived, there is a small bit of uncertainty hence, confidence is 0.9."
162896545,Caesar Salad,Classic caesar salad with special caesar salad dressing.,Salads,non-vegetarian,0.6,"Caesar Salad traditionally contains Caesar dressing, which is likely to have anchovies. Therefore, it cannot be classified as vegetarian or vegan. However, the provided information does not clearly state the composition of the dressing, thus the confidence score is 0.6."
