user_selected_country,user_selected_city,area_name
Egypt,Cairo,Madinaty - Work Shops
Egypt,Cairo,Mansheyat Naser
Egypt,Cairo,Masaken Sheraton - Abdel Hamid Badwai
Egypt,Cairo,Masaken Sheraton - Acamdeya Bahria
Egypt,Cairo,Masaken Sheraton - District Sheraton
Egypt,Cairo,Masaken Sheraton - El Haykstep
Egypt,Cairo,Masaken Sheraton - Fairmont Heliopolis
Egypt,Cairo,Masaken Sheraton - Nadi El Gala'a
Egypt,Cairo,Masaken Sheraton - Oasis Matar
Egypt,Cairo,Masaken Sheraton - Saqr Qorish-Sheraton
Egypt,Cairo,Masaken Sheraton - Sheraton Autostrad
Egypt,Cairo,Masaken Sheraton - Sun City
Egypt,Cairo,Mashrooa el abeit canal rd
Egypt,Cairo,Matareya
Egypt,Cairo,Miami - Khaled Ebn El Waleed
Egypt,Cairo,Misr El Kadema
Egypt,Cairo,Mohamed hafez street
Egypt,Cairo,Mohandesin - Al Kit Kat
Egypt,Cairo,Mohandesin - El Zamlek Club
Egypt,Cairo,Mohandesin - Jazerat El Arab
Egypt,Cairo,Mohandesin - Lebanon Square
Egypt,Cairo,Mohandesin - Madient Al A'alam
Egypt,Cairo,Mohandesin - Mit Okba
Egypt,Cairo,Mohandiseen
Egypt,Cairo,Mokattam - Al Asmarat
Egypt,Cairo,Mokattam - Al Baron Street
Egypt,Cairo,Mokattam - Al Jazzera Higher Institute
Egypt,Cairo,Mokattam - Centeral El Mokattam
Egypt,Cairo,Mokattam - Easy Sport Club
Egypt,Cairo,Mokattam - El A'lamyen Club
Egypt,Cairo,Mokattam - El Andalus Park
Egypt,Cairo,Mokattam - El Hadba El Wosta
Egypt,Cairo,Mokattam - El Mafarik
Egypt,Cairo,Mokattam - El Nafora Square
Egypt,Cairo,Mokattam - Masaken Al Abd
Egypt,Cairo,Mokattam - Masaken Al Zelzal
Egypt,Cairo,Mokattam - Modern Academy
Egypt,Cairo,Mokattam - Qatameya Gardens
Egypt,Cairo,Mokattam - Uptown Cairo
Egypt,Cairo,Nasr City - Abbas El Akkad
Egypt,Cairo,Nasr City - Abo Dawoud El Zahery
Egypt,Cairo,Nasr City - Ahmed Fakhry
Egypt,Cairo,Nasr City - Azhar University
Egypt,Cairo,Nasr City - Cairo Stadium
Egypt,Cairo,Nasr City - El Hadeeqa El Dawlia
Egypt,Cairo,Nasr City - El Mante'aa El Horra
Egypt,Cairo,Nasr City - El Masah
Egypt,Cairo,Nasr City - El Serag Mall
Egypt,Cairo,Nasr City - El Tayaran
Egypt,Cairo,Nasr City - El Wafaa W El Amal
Egypt,Cairo,Nasr City - Genena Mall
Egypt,Cairo,Nasr City - Hassan El Ma'moun
Egypt,Cairo,Nasr City - Hay 10
Egypt,Cairo,Nasr City - Hay 7
Egypt,Cairo,Nasr City - Hay 8
Egypt,Cairo,Nasr City - Hay El Sefarat
Egypt,Cairo,Nasr City - Madinet El Waha
Egypt,Cairo,Nasr City - Makram Ebeid
Egypt,Cairo,Nasr City - Masaken El Shorouk
Egypt,Cairo,Nasr City - Mostafa El Nahaas
Egypt,Cairo,Nasr City - Omarat El Tawfiq
Egypt,Cairo,Nasr City - Youssef Abbas
Egypt,Cairo,Nasr City - Zahraa
Egypt,Cairo,Nasr City - Zaker Huessein
Egypt,Cairo,New Giza - El Hay El Awel
Egypt,Cairo,New Giza - Golf Area
Egypt,Cairo,New Giza - Green Belt
Egypt,Cairo,New Giza - Schools Area
Egypt,Cairo,New Heliopolis
Egypt,Cairo,New Maadi - Al Sarayaat
Egypt,Cairo,New Maadi - Arab El Maadi
Egypt,Cairo,New Maadi - Degla
Egypt,Cairo,New Maadi - El Basateen
Egypt,Cairo,New Maadi - El Basateen El Sharqeya
Egypt,Cairo,New Maadi - El Gazayeer
Egypt,Cairo,New Maadi - El Nadi El Gedid
Egypt,Cairo,New Maadi - El Qamar El Sena'ye
Egypt,Cairo,New Maadi - Electricity company
Egypt,Cairo,New Maadi - Modern Academy
Egypt,Cairo,New Maadi - Palestine Square
Egypt,Cairo,New Maadi - Saqr Korish
Egypt,Cairo,New Maadi - Taqseem Laselky
Egypt,Cairo,New Maadi - Technology Park
Egypt,Cairo,New Maadi - Victoria Square
Egypt,Cairo,New Nozha
Egypt,Cairo,Noktt bashteel
Egypt,Cairo,Palm Hills Katameya Club
Egypt,Cairo,Palm Hills Village Gardens Katameya Tagammoa 5
Egypt,Cairo,Pyramids Heights
Egypt,Cairo,Saft Al Laban
Egypt,Cairo,Shobra
Egypt,Cairo,Shobra - Aboud
Egypt,Cairo,Shobra - Al Azab
Egypt,Cairo,Shobra - Al Khalafawy
Egypt,Cairo,Shobra - Al Zawya El Hamra
Egypt,Cairo,Shobra - El Khazendara
Egypt,Cairo,Shobra - El Mazalat
Egypt,Cairo,Shobra - El Qosayreen
Egypt,Cairo,Shobra - El Sahel
Egypt,Cairo,Shobra - El Sharabeya
Egypt,Cairo,Shobra - Ezbet El Khamaysa
Egypt,Cairo,Shobra - Faculty Of Engineering
Egypt,Cairo,Shobra - Gesr Shobra
Egypt,Cairo,Shobra - Ghamra
Egypt,Cairo,Shobra - Mama'al El Alalban
Egypt,Cairo,Shobra - Masara
Egypt,Cairo,Shobra - Minyat As Siraj
Egypt,Cairo,Shobra - Rod El Farg
Egypt,Cairo,Shobra - Souk Rod El Farg
Egypt,Cairo,Shobra - St. Trez
Egypt,Cairo,Shobra - Victoria Square
Egypt,Cairo,Shobra El Kheima
Egypt,Cairo,Shobra El Kheima - Asfor Hospital
Egypt,Cairo,Shobra El Kheima - Bahtim Hospital
Egypt,Cairo,Shobra El Kheima - Cables Company Club
Egypt,Cairo,Shobra El Kheima - East Shobra El Khima Educational Administration
Egypt,Cairo,Shobra El Kheima - Eastern Shobra Police Station
Egypt,Cairo,Shobra El Kheima - El Mansheya Youth Center
Egypt,Cairo,Shobra El Kheima - El Plastic Club
Egypt,Cairo,Shobra El Kheima - Ezbet Al Bakry
Egypt,Cairo,Shobra El Kheima - Go Bus
Egypt,Cairo,Shobra El Kheima - Higher Institute of Computer and Information Systems
Egypt,Cairo,Shobra El Kheima - Masaken Ain Shams
Egypt,Cairo,Shobra El Kheima - Second Police Station Shobra
Egypt,Cairo,Shobra El Kheima - The Arab Instructors
Egypt,Cairo,Smart Village
Egypt,Cairo,Tagammoa 1
Egypt,Cairo,Tagammoa 1 - El Amn El A'am
Egypt,Cairo,Tagammoa 1 - El Nakhil
Egypt,Cairo,Tagammoa 1 - Eskan El Shabab
Egypt,Cairo,Tagammoa 1 - Mirage City
Egypt,Cairo,Tagammoa 1 - Police Academy
Egypt,Cairo,Tagammoa 1 - Sharq El Academya
Egypt,Cairo,Tagammoa 1 - Swan Lake
Egypt,Cairo,Tagammoa 1 - The Districts
Egypt,Cairo,Tagammoa 3
Egypt,Cairo,Tagammoa 3 - 1st District
Egypt,Cairo,Tagammoa 3 - 2nd District
Egypt,Cairo,Tagammoa 3 - 3rd District
Egypt,Cairo,Tagammoa 3 - 4th District
Egypt,Cairo,Tagammoa 3 - El Shabab
Egypt,Cairo,Tagammoa 5 - 90 St. Companies
Egypt,Cairo,Tagammoa 5 - AUC
Egypt,Cairo,Tagammoa 5 - Al Diyar Compound
Egypt,Cairo,"Tagammoa 5 - Banafseg 1,2,3,4"
Egypt,Cairo,"Tagammoa 5 - Banafseg 5,6,7,8"
Egypt,Cairo,"Tagammoa 5 - Banafseg 9,10,11,12"
Egypt,Cairo,Tagammoa 5 - Banks Center
Egypt,Cairo,Tagammoa 5 - Cairo Festival City
Egypt,Cairo,Tagammoa 5 - Diplomates
Egypt,Cairo,Tagammoa 5 - El Banafseg Buildings
Egypt,Cairo,Tagammoa 5 - El Lotus El Shamaleya
Egypt,Cairo,Tagammoa 5 - El Narges 1
Egypt,Cairo,Tagammoa 5 - El Narges 2
Egypt,Cairo,Tagammoa 5 - El Narges 3
Egypt,Cairo,Tagammoa 5 - El Narges 4
Egypt,Cairo,"Tagammoa 5 - El Narges 5,6,7"
Egypt,Cairo,Tagammoa 5 - El Narges 8
Egypt,Cairo,Tagammoa 5 - El Narges Buildings
Egypt,Cairo,Tagammoa 5 - El Showifat
Egypt,Cairo,Tagammoa 5 - El Yasmeen 1
Egypt,Cairo,Tagammoa 5 - El Yasmeen 2
Egypt,Cairo,Tagammoa 5 - El Yasmeen 3
Egypt,Cairo,Tagammoa 5 - El Yasmeen 4
Egypt,Cairo,Tagammoa 5 - El Yasmeen 5
Egypt,Cairo,Tagammoa 5 - El Yasmeen 6
Egypt,Cairo,Tagammoa 5 - El Yasmeen 7
Egypt,Cairo,Tagammoa 5 - El Yasmeen 8
Egypt,Cairo,Tagammoa 5 - El-Andalos
Egypt,Cairo,Tagammoa 5 - Emaar Mivida
Egypt,Cairo,Tagammoa 5 - Fountain Park
Egypt,Cairo,Tagammoa 5 - Ganoub El Academeya
Egypt,Cairo,Tagammoa 5 - Hay 1
Egypt,Cairo,Tagammoa 5 - Hay 2
Egypt,Cairo,Tagammoa 5 - Hay 3
Egypt,Cairo,Tagammoa 5 - Hay 4
Egypt,Cairo,Tagammoa 5 - Hay 5
Egypt,Cairo,Tagammoa 5 - Lake View
Egypt,Cairo,Tagammoa 5 - Les Rois Compound
Egypt,Cairo,Tagammoa 5 - North Investors
Egypt,Cairo,Tagammoa 5 - North Investors Extension
Egypt,Cairo,Tagammoa 5 - Sodic
Egypt,Cairo,Tagammoa 5 - South Investors
Egypt,Cairo,Tagammoa 5 West Arabella
Egypt,Cairo,Tagammoa 5 West Golf Kattameya Heights
Egypt,Cairo,Tagammoa5 - El Lotus El Ganoubeya
Egypt,Cairo,Tagamoaa 3
Egypt,Cairo,Warraq El Arab
Egypt,Cairo,Warraq El Hadar 1
Egypt,Cairo,Zahraa El Maadi - Al Kuwaiti
Egypt,Cairo,Zahraa El Maadi - Ashgar Darna
Egypt,Cairo,Zahraa El Maadi - Becho American
Egypt,Cairo,Zahraa El Maadi - Ebad El Rahman
Egypt,Cairo,Zahraa El Maadi - El Me'arag El Ouloy
Egypt,Cairo,Zahraa El Maadi - El Me'arag El Soufly
Egypt,Cairo,Zahraa El Maadi - El Morshedy
Egypt,Cairo,Zahraa El Maadi - El Shatr El Khamis Nerko
Egypt,Cairo,Zahraa El Maadi - El Shatr El Sabe'a
Egypt,Cairo,Zahraa El Maadi - El Shatr El Sades
Egypt,Cairo,Zahraa El Maadi - Street 50
Egypt,Cairo,Zahraa El Maadi - Tijan
Egypt,Cairo,Zahraa El Maadi - Tijan 2
Egypt,Cairo,Zahraa El Maadi - Wadi Degla Club
Egypt,Cairo,Zamalek - 26 July
Egypt,Cairo,Zamalek - Abo El Feda
Egypt,Cairo,Zamalek - Cairo Tower
Egypt,Cairo,Zamalek - El Ahly Club
Egypt,Cairo,Zamalek - Fenon Gamila
Egypt,Cairo,Zamalek - Gezira Club
Egypt,Cairo,Zamalek - Hassan Sabry
Egypt,Cairo,Zamalek - Mara'shly
Egypt,Cairo,Zamalek - Mariott
Egypt,Cairo,Zamalek - Mohamed Mazhar
Egypt,Cairo,Zamalek - Om Kalthoum
Egypt,Cairo,Zamalek - Opera House
Egypt,Cairo,Zamalek - Salah El Din
Egypt,Cairo,Znayn
Egypt,Cairo,el Monib
Egypt,Cairo,kafr Ghatati
Egypt,Cairo,mahtet awl sahm
Egypt,Cairo,mahtet miah bashteel
Egypt,Cairo,mantaat oasis Hotel
Egypt,Cairo,mantkt shmal toora
Egypt,Cairo,monshaat Al Bakkari
Egypt,Damanhour,Abd El Salam El Shazly
Egypt,Damanhour,Abou Al Rish Square
Egypt,Damanhour,Al Baher
Egypt,Damanhour,Al Gomhorya Street
Egypt,Damanhour,Al Nasr
Egypt,Damanhour,Al Teraa
Egypt,Damanhour,Al Wehda Al Arabia
Egypt,Damanhour,Aldefrawiy
Egypt,Damanhour,Arad Admon
Egypt,Damanhour,Corniche
Egypt,Damanhour,El Behiera Governorate
Egypt,Damanhour,El Rawda
Egypt,Damanhour,Nadi Damanhour
Egypt,Damanhour,Opera
Egypt,Damanhour,Post Office - El Maqrizy
Egypt,Damanhour,Qonya City
Egypt,Damanhour,Qortasa
Egypt,Damanhour,Salah Salem
Egypt,Damanhour,Shehata street
Egypt,Damanhour,Taher
Egypt,Damanhour,Tahrir
Egypt,Damietta,Al Harby
Egypt,Damietta,Al Ishrin
Egypt,Damietta,Al Nagda
Egypt,Damietta,Al Saiala Al Gadida
Egypt,Damietta,Cornishe El Nile
Egypt,Damietta,Damietta Stadium
Egypt,Damietta,El Hussein Gad Allah
Egypt,Damietta,El Nokrashy
Egypt,Damietta,El Sananya - El Hawis
Egypt,Damietta,El Sharbasy
Egypt,Damietta,Ezzbet Al Borg
Egypt,Damietta,Mahkamet Damietta El Kadima
Egypt,Damietta,Medan Sorour
Egypt,Damietta,Port Said St
Egypt,Damietta,Wast Al Balad
Egypt,Damietta New,1st District
Egypt,Damietta New,2nd District
Egypt,Damietta New,3rd District
Egypt,Damietta New,4th District
Egypt,Damietta New,5th District
Egypt,Damietta New,Central Park
Egypt,Damietta New,Damietta Port
Egypt,Damietta New,Damietta University
Egypt,Damietta New,Down Town
Egypt,Damietta New,El Hay El Motamayez
Egypt,Damietta New,Industrial Area
Egypt,Hurghada,Abo Nawas
Egypt,Hurghada,Al Dahar
Egypt,Hurghada,Al Quraa Area
Egypt,Hurghada,Arabia Area
Egypt,Hurghada,El Centre Eliby
Egypt,Hurghada,El Dary Jouhina
Egypt,Hurghada,El Hadaba
Egypt,Hurghada,El Hegaz
Egypt,Hurghada,El Kothar
Egypt,Hurghada,El Sakallah Square
Egypt,Hurghada,El Wafaa
Egypt,Hurghada,Hafr El Batn
Egypt,Hurghada,Hay El Arab
Egypt,Hurghada,Hurghada Airport
Egypt,Hurghada,Sheraton
Egypt,Hurghada,Zahabia
Egypt,Ismailia,Al Ersal
Egypt,Ismailia,Al Ezaa Wel Telfezyoun
Egypt,Ismailia,Al Fager Al Gadid
Egypt,Ismailia,Al Nakhil
Egypt,Ismailia,Al Sharea Al Gadid
Egypt,Ismailia,Ard El Gam'iyat
Egypt,Ismailia,Cokacola
Egypt,Ismailia,District 5
Egypt,Ismailia,District 7
Egypt,Ismailia,Downtown - Champollion
Egypt,Ismailia,Downtown - Oraby
Egypt,Ismailia,Edaret Moror Ismailia
Egypt,Ismailia,El Araisheyeh
Egypt,Ismailia,El Balabsa
Egypt,Ismailia,El Belajat Street
Egypt,Ismailia,El Gam'aa El Kadima
Egypt,Ismailia,El Herafyeen
Egypt,Ismailia,El Kelo 2
Egypt,Ismailia,El Mahta El Gedida
Egypt,Ismailia,El Malaha Gardens
Egypt,Ismailia,El Montazah Club
Egypt,Ismailia,El Mostashfa El A'am
Egypt,Ismailia,El Shikh Zayed - El Mahta
Egypt,Ismailia,El Shikh Zayed - Togary Street
Egypt,Ismailia,El Shohada
Egypt,Ismailia,El Zohour
Egypt,Ismailia,Ezzebt El Bahteny
Egypt,Ismailia,Forsan Island
Egypt,Ismailia,Garden City
Egypt,Ismailia,Hay 24 October
Egypt,Ismailia,Hay El Salam
Egypt,Ismailia,Ismailia Governorate
Egypt,Ismailia,Moustafa Kamel Square
Egypt,Ismailia,Nadi El Forosya
Egypt,Ismailia,Nemra 6
Egypt,Ismailia,Othmason
Egypt,Ismailia,Shebeen El Kom Street
Egypt,Ismailia,Suez Canal University
Egypt,Ismailia,University Hospital
Egypt,Mansoura,Downtown - El Gomhorya
Egypt,Mansoura,Downtown - El Sayeda Zeinab
Egypt,Mansoura,Downtown - Magra El Ouyon
Egypt,Mansoura,El Esawy
Egypt,Mansoura,El Gala'a & El Aswaq
Egypt,Mansoura,El Hesseneya
Egypt,Mansoura,El Magzar
Egypt,Mansoura,El Mashaya
Egypt,Mansoura,El Mokhtalat
Egypt,Mansoura,El Teraa
Egypt,Mansoura,El Thanaweya
Egypt,Mansoura,El Tomiehey
Egypt,Mansoura,Ezbet El Shal
Egypt,Mansoura,Gadila & Toreel
Egypt,Mansoura,Hay El Gama'a
Egypt,Mansoura,Madinet El Salam
Egypt,Mansoura,Madinet Mubarak
Egypt,Mansoura,Mansoura University
Egypt,Mansoura,Masaken El Shennawy
Egypt,Mansoura,Meet Hadar
Egypt,Mansoura,Mogama'a El Mahakem
Egypt,Mansoura,Mostashfa El Sadr Area
Egypt,Mansoura,Mostashfayat El Gama'a
Egypt,Mansoura,Portsaid Street
Egypt,Mansoura,Sandoub
Egypt,Mansoura,Talkha
Egypt,Minya,Adnan El Malky
Egypt,Minya,Al Helmeya
Egypt,Minya,Al Houea
Egypt,Minya,Al Makhbaz
Egypt,Minya,Badea' El Zaman
Egypt,Minya,Cornishe El Nile
Egypt,Minya,Damaries
Egypt,Minya,El Husseiny
Egypt,Minya,El Magary
Egypt,Minya,El Sadat
Egypt,Minya,Ezzabt El Ekhsas
Egypt,Minya,Ezzabt Shalaby
Egypt,Minya,Kanisat Al Azraa
Egypt,Minya,Minya
Egypt,Minya,Saad Zaghloul
Egypt,Minya,Shady Road
Egypt,Minya,Sharea' Ebn El Qared
Egypt,Minya,Sharea' El Mo'assa
Egypt,Minya,Taha Hussien
Egypt,North Coast,Marina 4
Egypt,North Coast,Marina 7
Egypt,North Coast,Stella Di Mare Sidi Abdel Rahman
Egypt,Port Said,Al Arab District
Egypt,Port Said,Al Dawahy District
Egypt,Port Said,Al Manakh District
Egypt,Port Said,Al Sharq District
Egypt,Port Said,Al Zohour District
Egypt,Port Said,Downtown - Maspiro
Egypt,Port Said,Downtown - Tahrir
Egypt,Port Said,Port Fuad
Egypt,Port Said,Shobra - El Sahel
Egypt,Port Said,Tarh Elbahr
Egypt,Suhag,El Tahrir
Egypt,Talkha,El Magzar
Egypt,Talkha,Talkha
Egypt,Tanta,Downtown - Tahrir
Egypt,Tanta,El Bahr Street - Qesm Awal
Egypt,Tanta,El Bahr Street - Qesm Thany
Egypt,Tanta,El Egezy
Egypt,Tanta,El Fateh Street
Egypt,Tanta,El Galaa
Egypt,Tanta,El Ganbeya
Egypt,Tanta,El Helw Street
Egypt,Tanta,El Mo'aahda
Egypt,Tanta,El Modereya
Egypt,Tanta,El Mohafza
Egypt,Tanta,El Morashaha
Egypt,Tanta,El Nady Street
Egypt,Tanta,El Nahas Street
Egypt,Tanta,El Sagha
Egypt,Tanta,El Saha El Sha'beya
Egypt,Tanta,El Salakhana
Egypt,Tanta,El Sayed El Badawy
Egypt,Tanta,Halaket El Kotn Souq El Seba'ey
Egypt,Tanta,Hassan Radwan
Egypt,Tanta,Ibn El Fared
Egypt,Tanta,Kafr Essam
Egypt,Tanta,Kohafa
Egypt,Tanta,Masaken El Tagned
Egypt,Tanta,Misr El Kadema
Egypt,Tanta,Mostashfa El Gamaa
Egypt,Tanta,Sa'eed Street
Egypt,Tanta,Seger
Egypt,Tanta,Segn Tanta
Egypt,Tanta,Seket El Mahalla
Egypt,Tanta,Sibirbay
Egypt,Tanta,Souq El Gomla
Egypt,Tanta,Stadium Area
Egypt,Tanta,Taha El Hakim
Egypt,Zagazig,23rd July
Egypt,Zagazig,Abdel Maguid
Egypt,Zagazig,Al Hosania
Egypt,Zagazig,Al Kawmeya
Egypt,Zagazig,Al Maahad Al Dini
Egypt,Zagazig,Al Salakhana
Egypt,Zagazig,Edaret El Moror
Egypt,Zagazig,El Geish
Egypt,Zagazig,El Nokrashy
Egypt,Zagazig,El Sadat
Egypt,Zagazig,El Sayed Farag
Egypt,Zagazig,El Teraa Road
Egypt,Zagazig,Hay El Zohour
Egypt,Zagazig,Hay Thany Zagazig
Egypt,Zagazig,Kesm El Hokamaa
Egypt,Zagazig,Medan Al Zera'a
Egypt,Zagazig,Medan El Montazah
Egypt,Zagazig,Medan Oraby
Egypt,Zagazig,Mostashafa Al Tayseer
Egypt,Zagazig,Pnaios Road
Egypt,Zagazig,Saad El Din
Egypt,Zagazig,Saad Zaghloul
Egypt,Zagazig,Sharea' Abu Nadara
Egypt,Zagazig,Sharea' El Farouq
Egypt,Zagazig,Sharea' El Mohafza
Egypt,Zagazig,Sharea' El Tagnid
Egypt,Zagazig,Sharea' Ramadan
Egypt,Zagazig,Sharq El Zagazig El Taa'limya
Egypt,Zagazig,Shibat El Nakkareyah
Egypt,Zagazig,Tawfik Abaza
Egypt,Zagazig,Wadi El Nile
Egypt,Zagazig,Zagazig University
Jordan,Amman,AL Dobat
Jordan,Amman,AL Furqan
Jordan,Amman,Abdali
Jordan,Amman,Abdoun
Jordan,Amman,Abdoun Al Shamali
Jordan,Amman,Abu Al Qram
Jordan,Amman,Abu Alanda
Jordan,Amman,Abu Alia
Jordan,Amman,Abu Nsier - Al Amanah
Jordan,Amman,Abu Nsier - Al Basalah
Jordan,Amman,Abu Nsier - Al Farouq
Jordan,Amman,Abu Nsier - Al Sa'adah
Jordan,Amman,Abu Nsier -AL Dia'
Jordan,Amman,Abu Obaida
Jordan,Amman,Abu Swanah
Jordan,Amman,Al Abrar
Jordan,Amman,Al Adlyeh
Jordan,Amman,Al Afrah
Jordan,Amman,Al Akhdar
Jordan,Amman,Al Amal
Jordan,Amman,Al Ameer Al Hussien Bin Abdullah
Jordan,Amman,Al Amir Hamza
Jordan,Amman,Al Amir Hassan
Jordan,Amman,Al Amira Alia
Jordan,Amman,Al Andalus
Jordan,Amman,Al Ashrafieh
Jordan,Amman,Al Atiba'
Jordan,Amman,Al Awdah
Jordan,Amman,Al Baladeyeh- Al Jubieha
Jordan,Amman,Al Baqa'ah
Jordan,Amman,Al Baraka
Jordan,Amman,Al Bayader
Jordan,Amman,Al Bunayyat Al Janobi
Jordan,Amman,Al Bunayyat Al Shamali
Jordan,Amman,Al Dameneh
Jordan,Amman,Al Diyar
Jordan,Amman,Al Fadilah
Jordan,Amman,Al Feisal
Jordan,Amman,Al Fuhais
Jordan,Amman,Al Ghaba
Jordan,Amman,Al Hanou
Jordan,Amman,Al Hashmeyh Al Janobyieh
Jordan,Amman,Al Hashmi
Jordan,Amman,Al Hashmi Al Janobi
Jordan,Amman,Al Hashmi Al Shamali
Jordan,Amman,Al Hidayeh
Jordan,Amman,Al Hikmah
Jordan,Amman,Al Hilal
Jordan,Amman,Al Hummar
Jordan,Amman,Al Humranyah
Jordan,Amman,Al Hurryeh
Jordan,Amman,Al Husnyeh
Jordan,Amman,Al Huson
Jordan,Amman,Al Ihsan
Jordan,Amman,Al Iman
Jordan,Amman,Al Jama'ah
Jordan,Amman,Al Jandaweel
Jordan,Amman,Al Juninah
Jordan,Amman,Al Jurn
Jordan,Amman,Al Jwideh
Jordan,Amman,Al Kamaliya
Jordan,Amman,Al Karamah
Jordan,Amman,Al Khazneh
Jordan,Amman,Al Kom Al Gharbi
Jordan,Amman,Al Kom Al Sharqi
Jordan,Amman,Al Kuleyeh Al Islameyh - Al Juibieha
Jordan,Amman,Al Kursi
Jordan,Amman,Al Lawazem
Jordan,Amman,Al Lubban
Jordan,Amman,Al Ma'adi
Jordan,Amman,Al Madinah Al Tabyeh
Jordan,Amman,Al Maghaba Al Sharqi
Jordan,Amman,Al Mahabbeh - Al Jubieha
Jordan,Amman,Al Mala'ab
Jordan,Amman,Al Manarah
Jordan,Amman,Al Mansour
Jordan,Amman,Al Marrj
Jordan,Amman,Al Matar - Marka
Jordan,Amman,Al Matla'
Jordan,Amman,Al Mghaba Al Gharbi
Jordan,Amman,Al Morouj
Jordan,Amman,Al Mowahdin
Jordan,Amman,Al Mshairfeh
Jordan,Amman,Al Muqabalain
Jordan,Amman,Al Naharyah
Jordan,Amman,Al Nasser
Jordan,Amman,Al Nathif
Jordan,Amman,Al Nuaija
Jordan,Amman,Al Nuzha
Jordan,Amman,Al Oroubah
Jordan,Amman,Al Qasabat
Jordan,Amman,Al Qusour
Jordan,Amman,Al Qwaismeh
Jordan,Amman,Al Rabahieh
Jordan,Amman,Al Rabieh - Al Salam
Jordan,Amman,Al Rabwa
Jordan,Amman,Al Rahibat Al Wardiyeh
Jordan,Amman,Al Raqim
Jordan,Amman,Al Rawabi
Jordan,Amman,Al Rawdah
Jordan,Amman,Al Rawnaq
Jordan,Amman,Al Rayyan - Al Jubieha
Jordan,Amman,Al Ridwan
Jordan,Amman,Al Rjoum
Jordan,Amman,Al Sadiq
Jordan,Amman,Al Safa
Jordan,Amman,Al Sahabah
Jordan,Amman,Al Sahel
Jordan,Amman,Al Sahel Al Akhdar
Jordan,Amman,Al Sakaneyeh (7)
Jordan,Amman,Al Salalem
Jordan,Amman,Al Salhien
Jordan,Amman,Al Shaabeyeh
Jordan,Amman,Al Shahid Al Janobi
Jordan,Amman,Al Shahid Al Shamali
Jordan,Amman,Al Shiokh
Jordan,Amman,Al Sina'a
Jordan,Amman,Al Snobr
Jordan,Amman,Al Swaifyeh
Jordan,Amman,Al Thahir
Jordan,Amman,Al Thawra Al Arabia Al Kubra
Jordan,Amman,Al Thra'
Jordan,Amman,Al Tla'a Al Shamali
Jordan,Amman,Al Tla'a Al Sharqi
Jordan,Amman,Al Tunaib
Jordan,Amman,Al Yadodeh
Jordan,Amman,Al Zahra
Jordan,Amman,Al Zahra'
Jordan,Amman,Al Zarqa Al Jadeedeh
Jordan,Amman,Al Zaytonah - Al Jubieha
Jordan,Amman,Al Zohour
Jordan,Amman,Alhamamat Altunesyeh
Jordan,Amman,Awajan
Jordan,Amman,Ayn Ghazal
Jordan,Amman,Bani Obeid
Jordan,Amman,Barakh
Jordan,Amman,Bayt Al Maqdes
Jordan,Amman,Bilal
Jordan,Amman,City Center
Jordan,Amman,Dabouq
Jordan,Amman,Daheit Al Aqsa
Jordan,Amman,Daheit Al Yasmeen
Jordan,Amman,Dahiet Al Amera Haya
Jordan,Amman,Dahiyet Al Rashid
Jordan,Amman,Dhuheibah
Jordan,Amman,Downtown
Jordan,Amman,Eidoon
Jordan,Amman,Ein Al Basha
Jordan,Amman,Ghamadan
Jordan,Amman,Hada'eq Al Hussien
Jordan,Amman,Hamza
Jordan,Amman,Hanina
Jordan,Amman,Hay Al Ameer Mohammad
Jordan,Amman,Hay Al Hussain
Jordan,Amman,Hay Al Iskan
Jordan,Amman,Hay Al Rahmanieh
Jordan,Amman,Hay Alkhaledeen
Jordan,Amman,Hay Ma'soom
Jordan,Amman,Hay Shaker
Jordan,Amman,Hettin
Jordan,Amman,Huwwarah
Jordan,Amman,Ibn Owf -Al Juibeiha
Jordan,Amman,Iskan Al Batrawi
Jordan,Amman,Jabal Al Amera Rahma
Jordan,Amman,Jabal Al Hussain
Jordan,Amman,Jabal Al Jofah
Jordan,Amman,Jabal Al Naser
Jordan,Amman,Jabal Al Nuzha
Jordan,Amman,Jabal Al Qala'a
Jordan,Amman,Jabal Al Taj
Jordan,Amman,Jabal Al Weibdeh
Jordan,Amman,Jabal Amman
Jordan,Amman,Jadeed
Jordan,Amman,Jawa Al Janoubi
Jordan,Amman,Jawa Al Shamali
Jordan,Amman,Jordan Hospital Area
Jordan,Amman,Jubaiha
Jordan,Amman,Khalda
Jordan,Amman,Kherbat Al Souq
Jordan,Amman,Madinat Al Hussein
Jordan,Amman,Madinet El Sharq
Jordan,Amman,Mahes
Jordan,Amman,Marj Al Furs
Jordan,Amman,Marj El Hamam
Jordan,Amman,Naour
Jordan,Amman,Qiba'a
Jordan,Amman,Queen Alia International Airport
Jordan,Amman,Qutnah
Jordan,Amman,Raghadan
Jordan,Amman,Ras El Ain
Jordan,Amman,Rujm Ashshami
Jordan,Amman,Russayfa
Jordan,Amman,Safut
Jordan,Amman,Sahab
Jordan,Amman,Salem
Jordan,Amman,Salhyat Al Abed
Jordan,Amman,Shmaisani
Jordan,Amman,Sweileh - Al Bsha'er
Jordan,Amman,Sweileh - Al Fadilah
Jordan,Amman,Sweileh - Al Forousyah
Jordan,Amman,Sweileh - Al Hai Al Sharqi
